"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.1","log2fold_change","Auc"
"477","Lama1","hurdle",3.43240115919132e-09,-2.498806,3.523562,6.022368,0.999
"479","Lamb1","hurdle",8.32577631664961e-15,-0.3696082,3.5484366,3.9180448,0.996
"208","Col4a1","hurdle",2.77422339194896e-14,-0.4111673,4.5789387,4.990106,0.996
"209","Col4a2","hurdle",1.11287442383158e-09,-1.661468,2.827819,4.489287,0.995
"168","Cd63","hurdle",6.41717422464581e-09,0.4629823,3.3074285,2.8444462,0.995
"851","Sparc","hurdle",8.72636030309137e-07,2.277167,4.995485,2.718318,0.994
"480","Lamc1","hurdle",3.03078934074138e-10,-1.268753,2.232661,3.501414,0.993
"856","Srgn","hurdle",1.22315266979378e-07,-2.498806,2.169925,4.668731,0.992
"442","Ifi30","hurdle",2.00084564360658e-08,-1.320608,2.035624,3.356232,0.99
"236","Ctsl","hurdle",2.51390551137031e-09,1.186389,4.314697,3.128308,0.99
"369","Gata6","hurdle",2.02177013150988e-07,-2.833485,1.201634,4.035119,0.989
"237","Ctsz","hurdle",1.70960905137354e-07,-0.8999712,1.8073549,2.7073261,0.988
"82","Apoe","hurdle",1.35885158193337e-07,0.7723575,3.4195389,2.6471814,0.984
"227","Cst3","hurdle",6.51254473517817e-08,-0.8706868,1.722466,2.5931528,0.983
"788","Serpinh1","hurdle",1.23539796082812e-06,-0.7681265,2.2326608,3.0007873,0.981
"384","Glul","hurdle",3.06574103659045e-08,-0.6556293,2.2326608,2.8882901,0.981
"737","Rhox5","hurdle",5.60623958099447e-06,-1.644847,1.887525,3.532372,0.98
"322","Fabp3","hurdle",3.04401218027816e-06,-0.2834713,3.3362834,3.6197547,0.978
"970","Txndc12","hurdle",4.81550480746792e-05,-2.0860103,0.5849625,2.6709728,0.956
"279","E130012A19Rik","hurdle",3.0055150515223e-06,0.01210366,2.56071495,2.54861129,0.953
"394","Gnai2","hurdle",3.38138751794469e-05,0.4042963,2.3504972,1.9462009,0.942
"725","Rdx","hurdle",0.000636138767287178,-0.05768314,1.63226822,1.68995136,0.927
"943","Tpd52","hurdle",0.000437344642760992,-1.5335713,0.7655347,2.299106,0.923
"121","Atp6v1g1","hurdle",0.000742979160807961,-0.7591545,1.2016339,1.9607884,0.923
"929","Tmem256","hurdle",0.00167450505410183,-0.8901435,0.9259994,1.8161429,0.921
"217","Cotl1","hurdle",0.000486129022488527,-1.4302668,0.9259994,2.3562662,0.916
"612","Oat","hurdle",0.000823447242604001,-0.590522,1.432959,2.023481,0.91
"382","Glt25d1","hurdle",0.000592550062604584,-1.281543,1.070389,2.351932,0.905
"435","Hspg2","hurdle",0.0028690527322791,-0.07427874,1.43295941,1.50723815,0.903
"852","Spink3","hurdle",3.57252496454413e-07,-3.219928,1.963474,5.183402,0.899
"118","Atp6v0d1","hurdle",0.00082296674430324,-0.841985,1.321928,2.163913,0.899
"241","Cuta","hurdle",0.00201532756207941,-1.0021154,0.9259994,1.9281148,0.897
"235","Ctsh","hurdle",5.06744547472813e-07,-2.951161,2.169925,5.121086,0.897
"357","Foxq1","hurdle",6.33784906163504e-06,-2.99262,1.070389,4.063009,0.895
"247","Dab2","hurdle",2.01720767751773e-05,-2.760049,1.201634,3.961683,0.89
"702","Pth1r","hurdle",2.92961343640742e-05,-2.724687,1.201634,3.926321,0.889
"631","Pcbd1","hurdle",6.39966720078787e-05,-2.656462,0.7655347,3.4219967,0.888
"115","Atp6v0b","hurdle",0.00484877275179186,0.04832818,1.5360529,1.48772472,0.887
"975","Ubald2","hurdle",0.00224504698689102,-0.7953823,1.2016339,1.9970162,0.886
"489","Lima1","hurdle",0.000581618417935289,-1.5183528,0.1375035,1.6558563,0.883
"304","Epas1","hurdle",8.77964205601612e-05,-2.591318,0.5849625,3.1762805,0.881
"931","Tmem33","hurdle",0.000499706620427333,-1.548952,0.1375035,1.6864555,0.879
"877","Taf1","hurdle",0.00720029279487908,-0.3902381,1.0703893,1.4606274,0.879
"487","Lgmn","hurdle",2.86261984188875e-11,-1.430267,2.906891,4.337158,0.878
"430","Hpcal1","hurdle",0.000333395856393077,-2.4988059,0.3785116,2.8773175,0.877
"358","Fth1","hurdle",0.00584346679406007,2.742741,3.972693,1.229952,0.877
"402","Gpc3","hurdle",0.00025989395919978,-2.4692414,0.5849625,3.0542039,0.876
"848","Snx3","hurdle",0.0107236818665671,-0.4111673,0.9259994,1.3371667,0.872
"252","Ddah1","hurdle",0.000211853780069118,-1.580214,1.070389,2.650603,0.871
"1009","Wdr73","hurdle",0.000683768419969181,-1.4736376,0.1375035,1.6111411,0.87
"803","Sirt2","hurdle",0.00222199402154116,-0.8706868,1.0703893,1.9410761,0.869
"385","Gm14005","hurdle",0.00647989210937664,-0.689319,0.9259994,1.6153184,0.869
"817","Slc38a2","hurdle",0.00443834474656204,-0.3627966,1.4329594,1.795756,0.867
"471","Kif4","hurdle",0.00517220418824454,-0.9098662,0.7655347,1.6754009,0.863
"687","Prelid1","hurdle",0.0228042840518026,1.590764,2.608809,1.018045,0.861
"496","Lrpap1","hurdle",3.50466191945256e-06,-0.7681265,2.0356239,2.8037504,0.859
"857","Ssr1","hurdle",0.00775761926256031,-0.4395538,1.0703893,1.5099431,0.857
"149","Car5a","hurdle",0.00176031909714665,-1.3472509,0.1375035,1.4847544,0.857
"1008","Wdr45","hurdle",0.00143696615203059,-2.2522939,0.1375035,2.3897974,0.856
"763","Rtfdc1","hurdle",0.00379242707485524,-1.0670639,0.5849625,1.6520264,0.853
"1006","Wbp5","hurdle",0.0290599561274351,2.021376,3.153805,1.132429,0.852
"962","Tspan5","hurdle",0.00284688200531154,-1.9779737,0.3785116,2.3564853,0.852
"588","Ndufb10","hurdle",0.0195156734046461,0.3555657,1.4329594,1.0773937,0.849
"786","Sepw1","hurdle",0.0110383127419977,-0.8045832,0.5849625,1.3895457,0.848
"668","Plscr1","hurdle",0.00226226150680451,-2.1086235,0.3785116,2.4871351,0.848
"622","P4hb","hurdle",0.00510582644964012,1.021766,2.510962,1.489196,0.848
"216","Coro1b","hurdle",0.00936049642408544,-0.8045832,0.5849625,1.3895457,0.845
"398","Golm1","hurdle",0.00521644511725714,-1.4736376,0.5849625,2.0586001,0.841
"203","Cnn3","hurdle",0.023522923506657,0.3801367,1.5360529,1.1559162,0.841
"761","Rrbp1","hurdle",0.00718558364111678,0.6993824,2.169925,1.4705426,0.838
"218","Cpd","hurdle",0.00412890957238967,-1.9779737,0.1375035,2.1154772,0.838
"1016","Zc3h7a","hurdle",0.00303269792664693,-2.1086235,-0.1520031,1.9566204,0.837
"330","Fam50a","hurdle",0.00336508189177718,-1.6782833,0.5849625,2.2632458,0.836
"242","Cxcl11","hurdle",0.0138703259008721,-0.6473284,0.7655347,1.4128631,0.834
"187","Cisd1","hurdle",0.00732584429916947,-1.3743955,0.5849625,1.959358,0.834
"155","Cbfb","hurdle",0.0029444004994535,-2.0860103,-0.1520031,1.9340072,0.834
"956","Trio","hurdle",0.00680166592204706,-1.3338677,0.5849625,1.9188302,0.833
"201","Clu","hurdle",8.59009611878061e-08,0.3008478,2.7004397,2.3995919,0.833
"117","Atp6v0c-ps2","hurdle",0.00720591801006123,1.346658,2.70044,1.353782,0.833
"560","Mrps5","hurdle",0.013794092057265,-0.7238142,0.5849625,1.3087767,0.832
"699","Psma1","hurdle",0.0103753408939832,0.8150349,2.1043367,1.2893018,0.831
"116","Atp6v0c","hurdle",0.00785822221796069,1.357011,2.70044,1.343429,0.831
"102","Arl8a","hurdle",0.00739526009208997,-1.8581792,0.1375035,1.9956827,0.83
"879","Taf7","hurdle",0.000508312672270805,-0.5746942,1.2016339,1.7763281,0.828
"942","Tor1b","hurdle",0.0032305501420422,-1.4883892,0.9259994,2.4143886,0.827
"869","Sumf2","hurdle",0.00560880853172873,-2.0202225,-0.1520031,1.8682194,0.827
"807","Slc16a1","hurdle",0.0104168281792098,-1.5644984,0.3785116,1.94301,0.827
"363","Gaa","hurdle",0.00283128620009666,-1.1943069,0.9259994,2.1203063,0.827
"652","Pigs","hurdle",0.00620234281439815,-1.5335713,0.5849625,2.1185338,0.826
"213","Comt","hurdle",0.00106928278235375,-0.4252907,1.3219281,1.7472188,0.826
"563","Mt1","hurdle",0.0370225236510242,2.290191,3.711495,1.421304,0.825
"296","Eif5","hurdle",0.0106018637243349,0.6293673,2.1043367,1.4749694,0.823
"20","4930402H24Rik","hurdle",0.00901019911204829,-0.8325433,0.5849625,1.4175058,0.823
"838","Smim14","hurdle",0.00461458031627298,-1.9168334,-0.1520031,1.7648303,0.822
"718","Rasa2","hurdle",0.0086225055783234,-1.7475737,0.1375035,1.8850772,0.822
"733","Rhoc","hurdle",0.0149840470780493,-0.6145942,0.5849625,1.1995567,0.821
"601","Npc2","hurdle",0.0209676175974253,-0.1721065,1.2016339,1.3737404,0.821
"600","Nono","hurdle",0.0336888051870024,0.8681136,2.0356239,1.1675103,0.82
"697","Prrc2a","hurdle",0.0181993428466801,-0.5825864,0.7655347,1.3481211,0.819
"816","Slc2a3","hurdle",0.0387552264700108,1.715081,3.121015,1.405934,0.817
"476","Krtcap2","hurdle",0.0367908981931491,0.2078242,1.3219281,1.1141039,0.816
"309","Eps15l1","hurdle",0.0142535624555225,-1.6952964,0.1375035,1.8327999,0.816
"334","Fastk","hurdle",0.0157930995496714,-1.4160948,0.3785116,1.7946064,0.815
"139","Bloc1s3","hurdle",0.0038899122221299,-0.9810998,0.1375035,1.1186033,0.815
"70","Anapc16","hurdle",0.0173590706428758,-1.1006685,0.5849625,1.685631,0.814
"33","Abcb8","hurdle",0.0147326991799295,-1.6614685,0.1375035,1.798972,0.814
"142","Bri3","hurdle",0.00056778052716956,-0.196122,1.321928,1.51805,0.813
"984","Uhrf1bp1l","hurdle",0.016719270101151,-1.6448474,0.1375035,1.7823509,0.812
"767","Samm50","hurdle",0.0472979948200286,0.0432086,1.0703893,1.0271807,0.812
"349","Fkbp9","hurdle",0.0214165457057644,-1.056034,0.5849625,1.6409965,0.812
"166","Cd300ld","hurdle",0.0187125651616246,-0.7151128,0.7655347,1.4806475,0.811
"582","Nav1","hurdle",0.0145688294922095,-1.6121689,0.1375035,1.7496724,0.809
"557","Mrps22","hurdle",0.0192828627480963,-1.5961031,0.1375035,1.7336066,0.809
"508","Magoh","hurdle",0.000833961272715516,0.1181577,1.5360529,1.4178952,0.808
"455","Itsn1","hurdle",0.0156393522979687,-1.2944474,0.5849625,1.8794099,0.808
"234","Ctsd","hurdle",0.0119411760724391,0.6830177,2.2927817,1.609764,0.808
"399","Gorasp2","hurdle",0.0253292544631621,-0.4758408,0.7655347,1.2413755,0.807
"647","Pepd","hurdle",0.0130569148983385,-1.2435084,0.5849625,1.8284709,0.804
"708","Purb","hurdle",0.0152314589977677,-0.8325433,0.9259994,1.7585427,0.803
"146","Calr","hurdle",0.0477205334480615,1.445044,2.459432,1.014388,0.803
"876","Tacc3","hurdle",0.0119813932342705,-0.7413762,0.3785116,1.1198878,0.802
"780","Seh1l","hurdle",0.0301913566807042,-0.9707057,0.5849625,1.5556682,0.801
"457","Jade1","hurdle",0.0478517251689936,0.8535643,1.8875253,1.033961,0.801
"482","Lamtor4","hurdle",0.0307154721668903,-0.9603859,0.5849625,1.5453484,0.8
"56","Aggf1","hurdle",0.0152909269023363,-1.7125126,-0.1520031,1.5605095,0.8
"350","Fkrp","hurdle",0.0101657365127911,-1.6952964,-0.1520031,1.5432933,0.799
"972","Tyms-ps","hurdle",0.0282428213376081,-1.4883892,0.1375035,1.6258927,0.797
"908","Timp3","hurdle",0.0090642599151844,-1.5802142,-0.1520031,1.4282111,0.796
"481","Lamp1","hurdle",8.23952962350443e-05,0.625947,2.350497,1.72455,0.796
"605","Nucb1","hurdle",0.00222689428810722,-1.067064,1.201634,2.268698,0.794
"905","Tia1","hurdle",0.0184310052605155,-1.6448474,-0.1520031,1.4928443,0.793
"750","Rnf7","hurdle",0.0105867101197407,-0.6978658,0.3785116,1.0763774,0.793
"716","Rala","hurdle",0.0302685494171872,-0.2579701,1.0703893,1.3283594,0.793
"685","Ppp2r1a","hurdle",0.0333754905477159,-0.4111673,0.7655347,1.176702,0.793
"910","Tirap","hurdle",0.0204520731631354,-1.1120463,0.5849625,1.6970088,0.792
"599","Nomo1","hurdle",0.0292061169560295,-0.8325433,0.5849625,1.4175058,0.792
"197","Clic6","hurdle",0.000672348860709373,-2.9511609,0.3785116,3.3296725,0.792
"147","Camsap1","hurdle",0.0406190784971247,-1.1703214,0.3785116,1.548833,0.792
"1004","Vta1","hurdle",0.0147569812100094,-1.5961031,-0.1520031,1.4441,0.791
"920","Tmem147","hurdle",0.017950786000185,-0.6145942,0.5849625,1.1995567,0.791
"896","Terf2ip","hurdle",0.0444283475371162,-1.1350747,0.3785116,1.5135863,0.791
"672","Polr1b","hurdle",0.0229094370954725,-1.6448474,-0.1520031,1.4928443,0.791
"551","Mpg","hurdle",0.0347331346747425,-1.4160948,0.1375035,1.5535983,0.79
"431","Hs3st1","hurdle",0.000818678451978345,-2.9108595,0.1375035,3.048363,0.79
"60","Akap2","hurdle",0.0299565614921738,-0.9098662,0.9259994,1.8358656,0.79
"633","Pcbp4","hurdle",0.0270689745484058,0.1230185,1.5360529,1.4130344,0.789
"467","Kdm2b","hurdle",0.0366954215825867,-1.3607594,0.1375035,1.4982629,0.789
"351","Fndc7","hurdle",0.0201404957813571,-0.6808225,0.3785116,1.0593341,0.789
"355","Foxa2","hurdle",0.00112260556220493,-2.9108595,0.1375035,3.048363,0.788
"694","Prosc","hurdle",0.033752675090754,-1.3881618,0.1375035,1.5256653,0.787
"368","Galnt2","hurdle",0.0476449876674094,-1.1006685,0.3785116,1.4791801,0.787
"411","Gtl3","hurdle",0.0490319260444018,-1.1120463,0.3785116,1.4905579,0.786
"352","Folr1","hurdle",0.0487484444477339,0.1132804,1.2016339,1.0883535,0.785
"107","Asb6","hurdle",0.0198727079298386,-1.5644984,-0.1520031,1.4124953,0.785
"832","Slk","hurdle",0.0377990741817234,-1.3338677,0.1375035,1.4713712,0.784
"288","Edf1","hurdle",0.0561325639247652,0.4591433,1.5360529,1.0769096,0.784
"238","Cubn","hurdle",0.000954580968579968,-2.656462,1.201634,3.858096,0.784
"794","Sh3pxd2b","hurdle",0.00204002730846371,-2.7962997,0.3785116,3.1748113,0.783
"597","Nol11","hurdle",0.0175453358940563,-0.6308685,0.3785116,1.0093801,0.781
"191","Ckap5","hurdle",0.039003352587897,-1.2687531,0.3785116,1.6472647,0.781
"933","Tmem51","hurdle",0.00386310969295345,-2.7246873,-0.1520031,2.5726842,0.78
"796","Shmt2","hurdle",0.0422543927741648,-1.281543,0.1375035,1.4190465,0.779
"726","Renbp","hurdle",0.00535217904217644,-2.5598169,0.1375035,2.6973204,0.779
"497","Lrrc20","hurdle",0.0462292451364579,-1.2560755,0.1375035,1.393579,0.779
"868","Sulf2","hurdle",0.0236469437913761,-1.5183528,-0.1520031,1.3663497,0.778
"58","Ak6","hurdle",0.0678437509312248,0.06862672,1.07038933,1.00176261,0.778
"844","Snrnp40","hurdle",0.00910568527414119,-0.4395538,1.2016339,1.6411877,0.777
"722","Rbx1","hurdle",0.0128184003747706,0.4744384,1.5360529,1.0616145,0.777
"308","Epn2","hurdle",0.0464711014164023,-1.2560755,0.1375035,1.393579,0.777
"232","Ctsb","hurdle",0.00121407731045099,-0.2391357,1.5360529,1.7751886,0.777
"827","Slc7a5","hurdle",0.0271435954529014,-1.5032932,-0.1520031,1.3512901,0.776
"621","P4ha2","hurdle",0.00633521991086457,-2.1086235,0.5849625,2.693586,0.776
"945","Tpp1","hurdle",0.0649585652571269,-1.0127391,0.3785116,1.3912507,0.775
"799","Sidt2","hurdle",0.046262057380844,-1.281543,0.1375035,1.4190465,0.775
"364","Gabarapl1","hurdle",0.0224078854166393,-1.4736376,-0.1520031,1.3216345,0.775
"271","Dnajc3","hurdle",0.0261383125536547,-0.8325433,0.9259994,1.7585427,0.774
"527","Mea1","hurdle",0.0528783313256334,-0.5825864,0.7655347,1.3481211,0.773
"200","Cltc","hurdle",0.0340644175826334,-1.1703214,0.7655347,1.9358561,0.773
"78","Ap2a2","hurdle",0.0642063743345255,0.1986438,1.3219281,1.1232843,0.773
"993","Vamp8","hurdle",0.0462753242239116,-1.1120463,0.5849625,1.6970088,0.772
"100","Arl6ip5","hurdle",0.0672953317445439,-0.9915693,0.3785116,1.3700809,0.772
"422","Heatr3","hurdle",0.0526151937183875,-0.5746942,0.7655347,1.3402289,0.771
"119","Atp6v0e","hurdle",0.07405227978723,0.3719928,1.4329594,1.0609666,0.771
"1019","Zfhx3","hurdle",0.0673249916478963,-0.8706868,0.5849625,1.4556493,0.77
"374","Gcsh","hurdle",0.0453780759320707,-0.7591545,0.9259994,1.6851539,0.77
"768","Sars","hurdle",0.0463771051684251,-0.851489,0.7655347,1.6170237,0.769
"892","Tcirg1","hurdle",0.00821779009033014,-2.591318,-0.5145732,2.0767448,0.768
"320","Extl3","hurdle",0.0610549754543415,-1.1822643,0.1375035,1.3197678,0.767
"669","Podxl","hurdle",9.9126450724513e-05,-1.765429,1.070389,2.835818,0.766
"502","Lsr","hurdle",0.0359211406419687,-0.4980593,0.9259994,1.4240587,0.766
"677","Pop5","hurdle",0.0374437415553374,-0.3833286,0.9259994,1.309328,0.765
"862","Stard8","hurdle",0.00518038184300768,-2.154942,0.7655347,2.9204767,0.764
"858","Ssr3","hurdle",0.0485888866951907,-0.8138431,0.7655347,1.5793778,0.764
"593","Nid2","hurdle",0.0802666304543993,-0.9298623,0.3785116,1.3083739,0.764
"558","Mrps28","hurdle",0.0561415324540363,-0.8138431,0.7655347,1.5793778,0.764
"440","Idh3b","hurdle",0.0496145610016977,-0.04672453,1.20163386,1.24835839,0.764
"800","Sipa1","hurdle",0.0144487325402163,-2.154942,0.1375035,2.2924455,0.763
"113","Atp6ap1","hurdle",0.0784248192008939,-0.8231629,0.5849625,1.4081254,0.763
"871","Suv39h1","hurdle",0.000263158503151568,-1.7299366,0.9259994,2.655936,0.762
"845","Snx11","hurdle",0.0105712550667149,-2.4692414,-0.5145732,1.9546682,0.762
"866","Stx3","hurdle",0.0467906255570519,-0.8045832,0.7655347,1.5701179,0.76
"253","Ddx10","hurdle",0.0750745753581738,-1.1235145,0.1375035,1.261018,0.76
"846","Snx12","hurdle",0.0475091505809104,-0.3425526,0.9259994,1.268552,0.759
"757","Rpp14","hurdle",0.070240473493166,-1.0670639,0.3785116,1.4455755,0.759
"666","Plgrkt","hurdle",0.0159931115598683,-2.4402706,-0.5145732,1.9256974,0.759
"967","Ttc3","hurdle",0.100754712380855,-0.5668449,0.5849625,1.1518074,0.758
"870","Surf2","hurdle",0.0830507914374753,-1.1006685,0.1375035,1.238172,0.758
"501","Lrwd1","hurdle",0.0731567789192564,-1.1235145,0.1375035,1.261018,0.758
"491","Lmna","hurdle",0.0756633789294786,-0.750238,0.7655347,1.5157727,0.758
"1010","Whsc1","hurdle",0.0585488505176095,-1.0781787,0.1375035,1.2156822,0.757
"996","Vmn1r58","hurdle",0.0302556674042225,0.3389494,1.8073549,1.4684055,0.755
"542","Mlec","hurdle",0.0631757675945948,-0.7413762,0.7655347,1.5069109,0.755
"233","Ctsc","hurdle",0.0151445486920495,-2.3566935,-0.5145732,1.8421203,0.755
"787","Serpine2","hurdle",0.0257175992584012,-2.1315969,0.1375035,2.2691004,0.754
"231","Ctsa","hurdle",0.0303409032310381,-2.154942,-0.1520031,2.0029389,0.754
"114","Atp6v0a1","hurdle",0.0114965017799108,-1.9573044,0.3785116,2.335816,0.754
"528","Med10","hurdle",0.0353771280093095,-0.3971808,0.9259994,1.3231802,0.753
"806","Skiv2l2","hurdle",0.0859224910933192,-1.0670639,0.1375035,1.2045674,0.752
"721","Rbbp8","hurdle",0.0322631946179306,-2.154942,-0.1520031,2.0029389,0.752
"514","Marc2","hurdle",0.0111034601909494,-1.8970158,0.5849625,2.4819783,0.752
"381","Glis2","hurdle",0.0734984380974717,-0.9915693,0.1375035,1.1290728,0.752
"211","Commd4","hurdle",0.0994261459471826,-0.7325685,0.5849625,1.317531,0.752
"591","Nfic","hurdle",0.0338046960161859,-2.154942,-0.1520031,2.0029389,0.751
"173","Cdcp1","hurdle",0.0417666652445492,-1.281543,-0.1520031,1.1295399,0.751
"914","Tmco1","hurdle",0.046828934877118,-0.6145942,0.9259994,1.5405936,0.75
"754","Rpe65","hurdle",0.0242041784724079,-2.2776941,-0.5145732,1.7631209,0.75
"713","Rab3c","hurdle",0.0243874272013992,-2.3035496,-0.5145732,1.7889764,0.75
"616","Osbpl1a","hurdle",0.0243874272013988,-2.3035496,-0.5145732,1.7889764,0.75
"590","Neu1","hurdle",0.000934978570239265,-1.5032932,0.7655347,2.2688279,0.749
"290","Efna4","hurdle",0.0193212946788756,-1.8581792,0.3785116,2.2366908,0.749
"1027","Zfp553","hurdle",0.039864853714434,-1.2560755,-0.1520031,1.1040724,0.748
"988","Usf2","hurdle",0.0401591210335327,-1.2687531,-0.1520031,1.11675,0.748
"649","Pgap1","hurdle",0.0423391436589702,-2.0860103,-0.1520031,1.9340072,0.747
"425","Hexa","hurdle",0.0162489306077844,-2.0418202,0.7655347,2.8073549,0.747
"1017","Zdhhc6","hurdle",0.0435524345303726,-2.0637461,-0.1520031,1.911743,0.746
"321","F3","hurdle",0.0238761465699083,-1.548952,0.9259994,2.4749514,0.746
"418","Hbegf","hurdle",0.0723102329392585,-0.4041571,0.7655347,1.1696918,0.745
"318","Exosc10","hurdle",0.0921779217571406,-0.9399653,0.3785116,1.3184769,0.745
"157","Ccdc137","hurdle",0.0291235428551064,-2.2273332,-0.5145732,1.71276,0.745
"85","Arfgef2","hurdle",0.0360591050695194,-2.0202225,0.1375035,2.157726,0.745
"1000","Vps29","hurdle",0.0209126937943201,-0.5746942,1.0703893,1.6450835,0.744
"715","Rad9a","hurdle",0.0439707245309075,-2.0637461,-0.1520031,1.911743,0.744
"295","Eif2s3y","hurdle",0.0431593232858736,-1.1943069,-0.1520031,1.0423038,0.744
"150","Carhsp1","hurdle",0.098021157578955,-0.2082813,0.9259994,1.1342807,0.743
"555","Mrpl53","hurdle",0.094311017162174,-0.9915693,0.1375035,1.1290728,0.742
"377","Gins4","hurdle",0.0980028007545402,-0.9810998,0.1375035,1.1186033,0.742
"190","Ckap4","hurdle",0.054994383556467,-0.1137607,1.3219281,1.4356888,0.742
"969","Twf2","hurdle",0.0252501171613353,-1.4302668,0.3785116,1.8087784,0.741
"651","Piezo1","hurdle",0.142384229756608,-0.7238142,0.3785116,1.1023258,0.741
"620","P4ha1","hurdle",0.0536926568288148,-1.9989435,-0.1520031,1.8469404,0.741
