"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.1","log2fold_change","Auc"
"537","Mfge8","hurdle",0.0899677281175904,-0.9399653,0.1375035,1.0774688,0.741
"417","Haus2","hurdle",0.100982720432967,-0.9399653,0.3785116,1.3184769,0.741
"979","Ubn1","hurdle",0.101827861556097,-0.9603859,0.1375035,1.0978894,0.74
"828","Slc7a6","hurdle",0.0530630743338345,-1.9989435,-0.1520031,1.8469404,0.74
"412","Gtpbp1","hurdle",0.037918215067701,-2.154942,-0.5145732,1.6403688,0.74
"386","Gm14295","hurdle",0.033495259780324,-2.1315969,-0.5145732,1.6170237,0.74
"224","Crybg3","hurdle",0.0379182150676967,-2.154942,-0.5145732,1.6403688,0.74
"26","9930111H07Rik","hurdle",0.105872491847899,-0.9198297,0.3785116,1.2983413,0.74
"957","Trmt1","hurdle",0.0471216629848312,-1.1703214,-0.1520031,1.0183183,0.739
"204","Cnppd1","hurdle",0.0329664503090978,-1.9779737,0.1375035,2.1154772,0.739
"793","Sh3gl1","hurdle",0.105475754366701,-0.9810998,0.1375035,1.1186033,0.738
"456","Ivns1abp","hurdle",0.0475884172102202,-1.9168334,0.1375035,2.0543369,0.738
"316","Etv4","hurdle",0.0365098416438125,-2.1086235,-0.5145732,1.5940503,0.738
"661","Pkd2","hurdle",0.0632301006816567,-1.936927,-0.1520031,1.7849239,0.737
"611","Nxpe3","hurdle",0.0475323783855822,-1.6782833,0.1375035,1.8157868,0.737
"604","Nt5c","hurdle",0.0562983455278359,-1.8970158,-0.1520031,1.7450127,0.737
"488","Lhpp","hurdle",0.0632301006816594,-1.936927,-0.1520031,1.7849239,0.737
"198","Clk3","hurdle",0.0369065407454105,-1.8774668,0.3785116,2.2559784,0.737
"8","2200002D01Rik","hurdle",0.113810895752273,-0.6556293,0.3785116,1.0341409,0.737
"934","Tmem66","hurdle",0.0620539579399127,-1.6284156,0.1375035,1.7659191,0.736
"900","Tfb2m","hurdle",0.0486771602246203,-2.1086235,-0.5145732,1.5940503,0.736
"258","Dennd1b","hurdle",0.0445541390363772,-2.1086235,-0.5145732,1.5940503,0.736
"405","Gpx3","hurdle",0.00417741585379464,-1.877467,1.722466,3.599933,0.735
"215","Coq5","hurdle",0.0692599586687119,-1.8970158,-0.1520031,1.7450127,0.735
"195","Clic1","hurdle",0.0535959401406316,0.2792373,1.3219281,1.0426908,0.735
"855","Srek1ip1","hurdle",0.0235627082037825,-1.6121689,0.3785116,1.9906805,0.734
"670","Pole3","hurdle",0.0481081168041577,-2.0860103,-0.5145732,1.5714371,0.734
"444","Impdh1","hurdle",0.0680493281738104,-1.1703214,-0.1520031,1.0183183,0.734
"432","Hsbp1","hurdle",0.0483759477645303,-0.296393,0.7655347,1.0619277,0.734
"154","Cbfa2t2","hurdle",0.0477550781328529,-2.0637461,-0.5145732,1.5491729,0.734
"960","Tsen54","hurdle",0.0518209067809505,-2.0637461,-0.5145732,1.5491729,0.733
"705","Ptpn3","hurdle",0.0473692568222745,-2.0637461,-0.5145732,1.5491729,0.733
"639","Pcyt2","hurdle",0.0518209067809527,-2.0637461,-0.5145732,1.5491729,0.733
"585","Ncoa4","hurdle",0.138506980000993,-0.5746942,0.5849625,1.1596567,0.733
"540","Mien1","hurdle",0.11801038411525,-0.9098662,0.1375035,1.0473697,0.732
"504","Lyrm2","hurdle",0.113722418846955,-0.9098662,0.1375035,1.0473697,0.732
"393","Gna11","hurdle",0.124009019781696,-0.851489,0.3785116,1.2300006,0.732
"347","Fkbp2","hurdle",0.104296650273869,-0.8803824,0.1375035,1.0178859,0.732
"291","Egfl7","hurdle",0.0545117828710879,-1.839146,0.1375035,1.9766495,0.732
"278","Dusp8","hurdle",0.051048397019552,-2.0418202,-0.5145732,1.527247,0.732
"1013","Yaf2","hurdle",0.0770638788888132,-1.8581792,-0.1520031,1.7061761,0.731
"964","Tsr3","hurdle",0.0748659634762532,-1.839146,-0.1520031,1.6871429,0.731
"362","Fxr1","hurdle",0.176989432022181,-0.2643033,0.7655347,1.029838,0.731
"99","Arl6ip4","hurdle",0.117980873392991,-0.9298623,0.1375035,1.0673658,0.731
"941","Tor1aip1","hurdle",0.0501225688877349,-2.0202225,-0.5145732,1.5056493,0.73
"543","Mlh3","hurdle",0.0809947217881098,-1.839146,-0.1520031,1.6871429,0.73
"902","Tfpi","hurdle",0.0129505787427051,-0.9399653,1.2016339,2.1415992,0.729
"646","Peg3","hurdle",0.00805820112270871,-0.9198297,1.4329594,2.3527891,0.729
"617","Oser1","hurdle",0.0844797382057277,-1.8203606,-0.1520031,1.6683575,0.729
"575","N4bp1","hurdle",0.00474565715454968,-1.1467282,0.5849625,1.7316907,0.729
"354","Fos","hurdle",0.0579917869020648,-1.5644984,0.1375035,1.7020019,0.729
"299","Emc10","hurdle",0.103748172495135,-0.5435501,0.7655347,1.3090848,0.729
"1005","Vti1b","hurdle",0.0848425963163463,-1.8203606,-0.1520031,1.6683575,0.728
"936","Tmod3","hurdle",0.131096333112955,-0.8803824,0.1375035,1.0178859,0.728
"734","Rhod","hurdle",0.0584204717278965,-1.9779737,-0.5145732,1.4634005,0.728
"712","Rab18","hurdle",0.0588854014671103,-1.9989435,-0.5145732,1.4843703,0.728
"940","Tom1l1","hurdle",0.0639203503955562,-1.9989435,-0.5145732,1.4843703,0.727
"810","Slc1a4","hurdle",0.0639203503955562,-1.9989435,-0.5145732,1.4843703,0.727
"772","Scml4","hurdle",0.0447387277668016,-1.4883892,0.3785116,1.8669008,0.727
"731","Rfk","hurdle",0.0887521299439302,-1.8018167,-0.1520031,1.6498136,0.727
"353","Fopnl","hurdle",0.0639203503955571,-1.9989435,-0.5145732,1.4843703,0.727
"126","B4galt1","hurdle",0.063501884264237,-1.9779737,-0.5145732,1.4634005,0.727
"103","Arl8b","hurdle",0.0885495424845607,-1.8018167,-0.1520031,1.6498136,0.727
"98","Arl16","hurdle",0.179490677717328,-0.639075,0.3785116,1.0175866,0.727
"919","Tmem120a","hurdle",0.0861165521728004,-1.5183528,0.1375035,1.6558563,0.726
"872","Suv420h2","hurdle",0.0918182337468453,-1.7835082,-0.1520031,1.6315051,0.726
"6","1500009L16Rik","hurdle",0.0880539846015177,-1.8018167,-0.1520031,1.6498136,0.726
"836","Smek1","hurdle",0.0614629811950259,-1.936927,-0.5145732,1.4223538,0.725
"544","Mlx","hurdle",0.0597253909656732,-1.7654291,0.1375035,1.9029326,0.725
"526","Me2","hurdle",0.0600308607057932,-1.5183528,0.1375035,1.6558563,0.725
"448","Irf3","hurdle",0.0946721925592063,-1.7654291,-0.1520031,1.613426,0.725
"371","Gcat","hurdle",0.0919777163244504,-1.5032932,0.1375035,1.6407967,0.725
"193","Cldn6","hurdle",0.0487105275917574,0.09854888,1.5360529,1.43750402,0.725
"554","Mrpl46","hurdle",0.000553218525209553,-0.8138431,0.9259994,1.7398425,0.724
"779","Secisbp2l","hurdle",0.0657201543830656,-1.9168334,-0.5145732,1.4022602,0.723
"515","March2","hurdle",0.0727930045831559,-1.9573044,-0.5145732,1.4427312,0.723
"192","Clasrp","hurdle",0.0738689935380091,-1.4883892,0.1375035,1.6258927,0.723
"882","Tax1bp3","hurdle",0.111955927287819,-0.3225888,1.0703893,1.3929781,0.722
"751","Rnft1","hurdle",0.077472077204657,-1.936927,-0.5145732,1.4223538,0.722
"14","2610002M06Rik","hurdle",0.071846822302883,-1.936927,-0.5145732,1.4223538,0.722
"809","Slc19a1","hurdle",0.070713311072995,-1.9168334,-0.5145732,1.4022602,0.721
"404","Gprc5c","hurdle",0.070713311072992,-1.9168334,-0.5145732,1.4022602,0.721
"329","Fam3c","hurdle",0.0885062451201282,-1.6614685,0.1375035,1.798972,0.721
"161","Ccdc82","hurdle",0.0888468770601396,-1.9573044,-0.5145732,1.4427312,0.721
"123","B230206H07Rik","hurdle",0.0799938215307662,-1.6782833,0.1375035,1.8157868,0.721
"120","Atp6v1b2","hurdle",0.115702618704953,-0.8706868,0.1375035,1.0081903,0.721
"89","Arhgap21","hurdle",0.107912703692193,-1.6952964,-0.1520031,1.5432933,0.721
"32","Aars","hurdle",0.0260309045994022,-0.3492691,1.5360529,1.885322,0.721
"1003","Vrk1","hurdle",0.076461997905051,-1.4445793,0.1375035,1.5820828,0.72
"583","Ncam1","hurdle",0.0847076138448322,-1.6614685,0.1375035,1.798972,0.72
"245","Cyr61","hurdle",0.0889190217164461,1.165338,2.510962,1.345624,0.72
"916","Tmed10","hurdle",0.0756883557430354,0.3760705,1.4329594,1.0568889,0.718
"608","Nudt9","hurdle",0.115845555438539,-1.6614685,-0.1520031,1.5094654,0.718
"254","Ddx49","hurdle",0.0779436429098311,-1.4160948,0.1375035,1.5535983,0.718
"229","Ctgf","hurdle",0.0527354334027384,-1.2435084,0.7655347,2.0090431,0.718
"210","Commd3","hurdle",0.123208041192576,-1.6448474,-0.1520031,1.4928443,0.717
"169","Cdc25a","hurdle",0.15278233832653,-0.7151128,0.3785116,1.0936244,0.717
"1032","Zmiz1","hurdle",0.0769956537131246,-1.8018167,-0.5145732,1.2872435,0.716
"961","Tspan4","hurdle",0.0512552958104182,-1.3338677,0.3785116,1.7123793,0.716
"453","Itgb1","hurdle",0.21252158398022,-0.09670741,0.92599942,1.02270683,0.716
"65","Alg3","hurdle",0.0843589813657077,-1.839146,-0.5145732,1.3245728,0.716
"16","2700070H01Rik","hurdle",0.138286823757165,-1.3472509,0.1375035,1.4847544,0.716
"1030","Zkscan3","hurdle",0.0913892969207769,-1.8581792,-0.5145732,1.343606,0.715
"664","Pld3","hurdle",0.091389296920773,-1.8581792,-0.5145732,1.343606,0.715
"255","Ddx52","hurdle",0.161360123652629,-0.7413762,0.3785116,1.1198878,0.715
"963","Tspan9","hurdle",0.146937543062967,-1.2944474,0.1375035,1.4319509,0.714
"641","Pdcd2","hurdle",0.0160574880104252,-1.3472509,0.3785116,1.7257625,0.714
"595","Nipa2","hurdle",0.12537314790062,-1.6448474,-0.1520031,1.4928443,0.714
"492","Lmtk2","hurdle",0.121722938947727,-1.5802142,-0.1520031,1.4282111,0.714
"762","Rs5-8s1","hurdle",0.0878845916959183,-1.8018167,-0.5145732,1.2872435,0.713
"324","Fam160b1","hurdle",0.133076414041066,-1.6284156,-0.1520031,1.4764125,0.713
"1025","Zfp36l1","hurdle",0.137567983998231,-1.5961031,-0.1520031,1.4441,0.712
"769","Sbf1","hurdle",0.109860294284405,-1.839146,-0.5145732,1.3245728,0.712
"577","Naa16","hurdle",0.109860294284405,-1.839146,-0.5145732,1.3245728,0.712
"1028","Zfp598","hurdle",0.140790575474905,-1.5961031,-0.1520031,1.4441,0.711
"909","Tinagl1","hurdle",0.0872045453423713,-1.4160948,0.7655347,2.1816295,0.711
"486","Leprotl1","hurdle",0.142492882034366,-1.5961031,-0.1520031,1.4441,0.711
"243","Cxxc1","hurdle",0.0926555100677269,-1.7654291,-0.5145732,1.2508559,0.711
"163","Ccdc97","hurdle",0.0783347910800966,-1.7835082,-0.5145732,1.268935,0.711
"992","Vac14","hurdle",0.0918073538487211,-1.5644984,0.1375035,1.7020019,0.71
"1029","Zfp704","hurdle",0.146653107455948,-1.5644984,-0.1520031,1.4124953,0.709
"938","Tnrc18","hurdle",0.0991389908390423,-1.7835082,-0.5145732,1.268935,0.709
"130","Bag6","hurdle",0.18099933555815,-0.6978658,0.3785116,1.0763774,0.709
"935","Tmem69","hurdle",0.113500898198621,-1.7835082,-0.5145732,1.268935,0.708
"561","Ms4a6c","hurdle",0.116012296442459,-1.2944474,0.1375035,1.4319509,0.708
"503","Luc7l2","hurdle",0.138552651028674,-0.3627966,0.9259994,1.288796,0.708
"341","Fgd1","hurdle",0.151920051699028,-1.5644984,-0.1520031,1.4124953,0.708
"226","Csrnp1","hurdle",0.154674243533233,-1.548952,-0.1520031,1.3969489,0.708
"101","Arl6ip6","hurdle",0.149678051057193,-1.5644984,-0.1520031,1.4124953,0.708
"853","Src","hurdle",0.167709268166508,-1.4883892,-0.1520031,1.3363861,0.707
"773","Sco2","hurdle",0.104652497881674,-1.7654291,-0.5145732,1.2508559,0.707
"294","Ehmt2","hurdle",0.039673099517575,-0.8231629,0.5849625,1.4081254,0.707
"269","Dnajc11","hurdle",0.185692709196699,-0.6723758,0.3785116,1.0508874,0.707
"4","1110038B12Rik","hurdle",0.195568038193476,-0.2899177,0.7655347,1.0554524,0.707
"473","Klf5","hurdle",0.112347152489646,-0.1721065,1.3219281,1.4940346,0.706
"230","Ctnnbip1","hurdle",0.0277683778661709,-0.8231629,0.5849625,1.4081254,0.706
"795","Shkbp1","hurdle",0.110324300640811,-1.7475737,-0.5145732,1.2330005,0.705
"648","Pfkfb2","hurdle",0.107899449609173,-1.6952964,-0.5145732,1.1807232,0.705
"483","Ldb1","hurdle",0.117898817120633,-1.7475737,-0.5145732,1.2330005,0.705
"251","Dcaf10","hurdle",0.0164815217581004,-0.8045832,0.7655347,1.5701179,0.705
"31","Aak1","hurdle",0.0967210648911515,-0.9298623,0.3785116,1.3083739,0.705
"1001","Vps4a","hurdle",0.134132555205173,-1.7654291,-0.5145732,1.2508559,0.704
"596","Nln","hurdle",0.108442897242172,-1.7299366,-0.5145732,1.2153634,0.704
"12","2410004N09Rik","hurdle",0.158129780779038,-1.2186979,0.1375035,1.3562014,0.704
"958","Trove2","hurdle",0.123935199078247,-1.7299366,-0.5145732,1.2153634,0.703
"887","Tbc1d8b","hurdle",0.123935199078244,-1.7299366,-0.5145732,1.2153634,0.703
"674","Polr3a","hurdle",0.177798043692275,-1.4736376,-0.1520031,1.3216345,0.703
"607","Nudt18","hurdle",0.141180269839276,-1.4445793,0.1375035,1.5820828,0.703
"571","Myo16","hurdle",0.133092120807323,-1.7475737,-0.5145732,1.2330005,0.703
"867","Sucla2","hurdle",0.17828088625167,-1.4883892,-0.1520031,1.3363861,0.702
"736","Rhou","hurdle",0.178376193215389,-1.4883892,-0.1520031,1.3363861,0.702
"635","Pclo","hurdle",0.165570901815168,-1.5183528,-0.1520031,1.3663497,0.702
"96","Arih2","hurdle",0.134641826267183,-1.4445793,0.1375035,1.5820828,0.702
"15","2610005L07Rik","hurdle",0.0140043066305176,-1.1822643,0.5849625,1.7672268,0.702
"801","Sipa1l1","hurdle",0.182830241658113,-1.4736376,-0.1520031,1.3216345,0.701
"510","Map4k4","hurdle",0.178937524535327,-0.5435501,0.7655347,1.3090848,0.701
"472","Kif5b","hurdle",0.153941893982841,0.14708,1.201634,1.054554,0.701
"396","Gnl1","hurdle",0.182353085394415,-1.4736376,-0.1520031,1.3216345,0.701
"183","Chmp6","hurdle",0.184522351106119,-1.4590353,-0.1520031,1.3070322,0.701
"904","Thumpd3","hurdle",0.145419487104747,-1.6952964,-0.5145732,1.1807232,0.7
"729","Rexo4","hurdle",0.181088141275194,-1.4883892,-0.1520031,1.3363861,0.7
"428","Hmgb3","hurdle",0.117976034429849,-1.6782833,-0.5145732,1.1637101,0.7
"315","Etl4","hurdle",0.184009941529331,-1.4445793,-0.1520031,1.2925762,0.7
"292","Egln1","hurdle",0.117976034429852,-1.6782833,-0.5145732,1.1637101,0.7
"108","Atad1","hurdle",0.13813290696113,-1.7125126,-0.5145732,1.1979394,0.7
"77","Ap1m2","hurdle",0.108956003602161,-1.6614685,-0.5145732,1.1468953,0.7
"516","Mau2","hurdle",0.144675837221184,-1.6952964,-0.5145732,1.1807232,0.699
"1035","Zswim8","hurdle",0.206924166811359,-1.1467282,0.1375035,1.2842317,0.698
"642","Pdcd6","hurdle",0.222370971190811,0.03291462,1.07038933,1.03747471,0.698
"1024","Zfp329","hurdle",0.142970600208978,-1.6782833,-0.5145732,1.1637101,0.697
"249","Dazap2","hurdle",0.131534188038116,-1.6448474,-0.5145732,1.1302742,0.697
"874","Syf2","hurdle",0.201337793575253,-1.4302668,-0.1520031,1.2782637,0.696
"776","Sec14l1","hurdle",0.184818034032502,-1.4590353,-0.1520031,1.3070322,0.696
"630","Pbx2","hurdle",0.141021268623833,-1.6614685,-0.5145732,1.1468953,0.696
"564","Mtcl1","hurdle",0.148732344211724,-1.6448474,-0.5145732,1.1302742,0.696
"105","Arrdc4","hurdle",0.117175482581566,-1.5961031,-0.5145732,1.0815299,0.696
"73","Ankrd13a","hurdle",0.200513070814478,-1.3881618,-0.1520031,1.2361587,0.696
"40","Abhd6","hurdle",0.139595948372988,-1.6284156,-0.5145732,1.1138424,0.696
"834","Smad2","hurdle",0.138857704427547,-1.6448474,-0.5145732,1.1302742,0.695
"464","Kctd9","hurdle",0.137899550266808,-1.6284156,-0.5145732,1.1138424,0.695
"337","Fbxo17","hurdle",0.167925937841462,-1.6782833,-0.5145732,1.1637101,0.695
"420","Hcfc1r1","hurdle",0.0759089173308978,-0.8803824,0.7655347,1.6459171,0.694
"356","Foxk2","hurdle",0.135522131838377,-1.6121689,-0.5145732,1.0975957,0.694
"281","E130311K13Rik","hurdle",0.202097869184752,-1.4302668,-0.1520031,1.2782637,0.694
"265","Dhrsx","hurdle",0.167428463772322,-1.3472509,0.1375035,1.4847544,0.693
"177","Cdkn2a","hurdle",0.215525649903528,-1.3607594,-0.1520031,1.2087563,0.693
"170","Cdc27","hurdle",0.132986705701409,-1.5961031,-0.5145732,1.0815299,0.693
"57","Agtrap","hurdle",0.215937447583937,-1.3881618,-0.1520031,1.2361587,0.693
"932","Tmem5","hurdle",0.14298434762825,-1.6121689,-0.5145732,1.0975957,0.692
"765","S100a1","hurdle",0.0141474043525535,-3.0353069,-0.5145732,2.5207337,0.692
"541","Mif4gd","hurdle",0.198322140124709,-1.1120463,0.1375035,1.2495498,0.692
"277","Dusp3","hurdle",0.142984347628246,-1.6121689,-0.5145732,1.0975957,0.692
"266","Dhx38","hurdle",0.113062978994644,-1.3472509,0.3785116,1.7257625,0.692
"618","Oxsr1","hurdle",0.0346081437978874,-1.0342242,0.5849625,1.6191867,0.691
"578","Nadk","hurdle",0.208449866296446,-1.0893798,0.1375035,1.2268833,0.691
"223","Crtc2","hurdle",0.160268609327102,-1.5961031,-0.5145732,1.0815299,0.691
"997","Vmp1","hurdle",0.115600617006029,-1.548952,-0.5145732,1.0343788,0.69
"522","Mcm10","hurdle",0.148076723838999,-1.5644984,-0.5145732,1.0499252,0.69
"380","Glipr1","hurdle",0.0191784073386263,-2.7600492,-0.1520031,2.6080461,0.69
"220","Creb3","hurdle",0.213602224345124,-1.3206076,-0.1520031,1.1686045,0.69
"159","Ccdc25","hurdle",0.210908871182627,-1.0781787,0.1375035,1.2156822,0.69
"36","Abhd17a","hurdle",0.0203900282139693,-0.6227084,0.5849625,1.2076709,0.69
"1033","Znrd1","hurdle",0.234222641137742,-1.3607594,-0.1520031,1.2087563,0.689
"899","Tfam","hurdle",0.0613926913309453,-0.9198297,0.5849625,1.5047922,0.689
"427","Hmg20b","hurdle",0.122517088072598,-1.548952,-0.5145732,1.0343788,0.689
"403","Gpr35","hurdle",0.214405939885768,-1.3881618,-0.1520031,1.2361587,0.689
"240","Cul5","hurdle",0.23226714471541,-1.3607594,-0.1520031,1.2087563,0.689
"137","Bcl2l13","hurdle",0.229058505952238,-1.3743955,-0.1520031,1.2223924,0.689
"790","Sft2d1","hurdle",0.226449616221642,-1.0670639,0.1375035,1.2045674,0.688
"707","Pttg1ip","hurdle",0.222012520744781,-1.2944474,-0.1520031,1.1424443,0.688
"645","Pdlim1","hurdle",0.000994821420706934,-0.1900806,1.3219281,1.5120087,0.688
"640","Pdcd10","hurdle",0.24360219284445,-1.3338677,-0.1520031,1.1818646,0.688
"573","Myo5a","hurdle",0.196951135508139,-1.5961031,-0.5145732,1.0815299,0.688
"437","Hyal1","hurdle",0.238015683741978,-1.3206076,-0.1520031,1.1686045,0.688
"391","Gm7367","hurdle",0.213398078489203,-1.056034,0.1375035,1.1935375,0.688
"775","Sde2","hurdle",0.171955147225071,-1.548952,-0.5145732,1.0343788,0.686
"559","Mrps36","hurdle",0.124827579439978,-1.056034,0.1375035,1.1935375,0.686
"517","Max","hurdle",0.246943717394619,-1.3206076,-0.1520031,1.1686045,0.686
"401","Gpatch8","hurdle",0.243560325404924,-1.281543,-0.1520031,1.1295399,0.686
"676","Pop4","hurdle",0.035992256607567,-0.590522,0.5849625,1.1754845,0.685
"663","Plat","hurdle",0.0376494884425796,-2.8716534,-0.5145732,2.3570802,0.685
"424","Hes2","hurdle",0.1681540614225,-1.5183528,-0.5145732,1.0037796,0.685
"361","Fxn","hurdle",0.15647105375899,-1.5183528,-0.5145732,1.0037796,0.685
"212","Commd7","hurdle",0.182810460096509,-1.5644984,-0.5145732,1.0499252,0.685
"165","Cd151","hurdle",0.190409954802047,-0.6308685,0.3785116,1.0093801,0.685
"43","Acaa1a","hurdle",0.19155857539328,-1.548952,-0.5145732,1.0343788,0.685
"778","Sec63","hurdle",0.188588848661691,-1.5183528,-0.5145732,1.0037796,0.684
"730","Rfc4","hurdle",0.179199082516992,-1.5335713,-0.5145732,1.0189981,0.684
"683","Ppme1","hurdle",0.179199082516987,-1.5335713,-0.5145732,1.0189981,0.684
"458","Jak1","hurdle",0.269287763981834,-1.2687531,-0.1520031,1.11675,0.684
"447","Ipo9","hurdle",0.25520718864731,-1.3074682,-0.1520031,1.1554651,0.684
"383","Gltp","hurdle",0.18030736050619,-1.548952,-0.5145732,1.0343788,0.684
"80","Aph1a","hurdle",0.254749630125864,-1.3206076,-0.1520031,1.1686045,0.684
"48","Acvr1c","hurdle",0.18030736050619,-1.548952,-0.5145732,1.0343788,0.684
"47","Actr1a","hurdle",0.0776770291027875,-0.9707057,0.3785116,1.3492173,0.684
"680","Ppfibp1","hurdle",0.200234146553363,-1.548952,-0.5145732,1.0343788,0.683
"602","Npl","hurdle",0.00247107898605338,-2.6235223,0.9259994,3.5495217,0.682
"581","Napa","hurdle",0.161905782213299,-0.09106747,1.07038933,1.1614568,0.682
"524","Mdm2","hurdle",0.257044882010979,-0.841985,0.3785116,1.2204966,0.682
"366","Galk1","hurdle",0.068940269880583,-0.7771547,0.7655347,1.5426894,0.682
"336","Fbxo15","hurdle",0.0440301436765898,-2.871653,-1,1.871653,0.682
"284","Echdc2","hurdle",0.260827561396072,-1.3074682,-0.1520031,1.1554651,0.682
"134","BC018473","hurdle",0.186582456299169,-1.5183528,-0.5145732,1.0037796,0.682
"55","Afmid","hurdle",0.0483411499388739,-2.7600492,-0.5145732,2.245476,0.682
"9","2310011J03Rik","hurdle",0.269725276070648,-1.281543,-0.1520031,1.1295399,0.682
"901","Tfg","hurdle",0.225990159392069,-1.2064509,0.1375035,1.3439544,0.681
"189","Cited1","hurdle",0.182701382373933,-1.0127391,0.7655347,1.7782738,0.681
"19","4831440E17Rik","hurdle",0.273394856649926,-1.281543,-0.1520031,1.1295399,0.68
"849","Sord","hurdle",0.0521170335950356,-2.5289889,-0.1520031,2.3769858,0.679
"556","Mrpl55","hurdle",0.283361050686073,-1.2560755,-0.1520031,1.1040724,0.679
"954","Trim8","hurdle",0.241658852763026,-1.1822643,0.1375035,1.3197678,0.678
