"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.1","log2fold_change","Auc"
"468","Kdm4a","hurdle",0.318396902548374,-1.8774668,-0.5145732,1.3628936,0.635
"202","Cndp2","hurdle",0.189637309988638,-1.839146,-0.1520031,1.6871429,0.635
"162","Ccdc88a","hurdle",0.290303170092298,-1.8970158,-0.5145732,1.3824426,0.635
"135","Bcdin3d","hurdle",0.330507551632065,-2.108624,-1,1.108624,0.635
"94","Arid3b","hurdle",0.253699796960903,-1.9168334,-0.5145732,1.4022602,0.635
"923","Tmem179b","hurdle",0.326396432402181,-2.063746,-1,1.063746,0.634
"831","Slfn2","hurdle",0.235246994454666,-1.7835082,-0.1520031,1.6315051,0.634
"659","Pitpnc1","hurdle",0.326294240002911,-2.04182,-1,1.04182,0.634
"532","Medag","hurdle",0.305464195348651,-2.04182,-1,1.04182,0.634
"495","Lrp6","hurdle",0.32889077737505,-2.08601,-1,1.08601,0.634
"465","Kdelc1","hurdle",0.328890777375045,-2.08601,-1,1.08601,0.634
"378","Git2","hurdle",0.328890777375054,-2.08601,-1,1.08601,0.634
"239","Cul4a","hurdle",0.308449039283318,-1.8774668,-0.5145732,1.3628936,0.634
"167","Cd300lf","hurdle",0.328890777375054,-2.08601,-1,1.08601,0.634
"122","Atxn1l","hurdle",0.344875275622975,-1.839146,-0.5145732,1.3245728,0.634
"17","2810006K23Rik","hurdle",0.328890777375031,-2.08601,-1,1.08601,0.634
"983","Ugp2","hurdle",0.341615668764855,-2.04182,-1,1.04182,0.633
"861","Star","hurdle",0.323142973780074,-2.04182,-1,1.04182,0.633
"860","Stam2","hurdle",0.314427350903636,-1.8581792,-0.5145732,1.343606,0.633
"821","Slc39a14","hurdle",0.325164960474105,-1.8581792,-0.5145732,1.343606,0.633
"759","Rragd","hurdle",0.1909906611513,-1.8203606,-0.1520031,1.6683575,0.633
"623","Pacs2","hurdle",0.314427350903623,-1.8581792,-0.5145732,1.343606,0.633
"579","Nae1","hurdle",0.102630629527565,-1.5802142,-0.1520031,1.4282111,0.633
"338","Fbxo21","hurdle",0.373270715538797,-1.7835082,-0.5145732,1.268935,0.633
"305","Epb4.1","hurdle",0.341615668764855,-2.04182,-1,1.04182,0.633
"297","Elmo2","hurdle",0.280063188301105,-1.8774668,-0.5145732,1.3628936,0.633
"947","Trappc2l","hurdle",0.0876528329493958,-1.5802142,-0.1520031,1.4282111,0.632
"895","Tdp2","hurdle",0.358533193253296,-2.063746,-1,1.063746,0.632
"865","Strada","hurdle",0.359130552246328,-2.08601,-1,1.08601,0.632
"752","Rora","hurdle",0.358533193253275,-2.063746,-1,1.063746,0.632
"538","Mfsd1","hurdle",0.00246882361593336,-1.5335713,0.5849625,2.1185338,0.632
"370","Gba","hurdle",0.340324651895755,-2.04182,-1,1.04182,0.632
"339","Fbxo28","hurdle",0.340324651895755,-2.04182,-1,1.04182,0.632
"298","Elp6","hurdle",0.340324651895755,-2.04182,-1,1.04182,0.632
"188","Cisd3","hurdle",0.300879699665684,-1.8581792,-0.5145732,1.343606,0.632
"953","Trim60","hurdle",0.33656118479775,-1.8203606,-0.5145732,1.3057874,0.631
"723","Rcan1","hurdle",0.320189926741399,-1.839146,-0.5145732,1.3245728,0.631
"534","Mettl21e","hurdle",0.337029463443014,-2.020223,-1,1.020223,0.631
"171","Cdc42bpg","hurdle",0.356874622318194,-2.04182,-1,1.04182,0.631
"1007","Wdfy3","hurdle",0.288645317179425,-1.839146,-0.5145732,1.3245728,0.63
"819","Slc38a9","hurdle",0.354316557837092,-2.020223,-1,1.020223,0.63
"325","Fam193b","hurdle",0.0726103743606767,-1.4445793,0.1375035,1.5820828,0.63
"270","Dnajc18","hurdle",0.372625689361622,-2.04182,-1,1.04182,0.63
"71","Anapc4","hurdle",0.354316557837072,-2.020223,-1,1.020223,0.63
"995","Vim","hurdle",0.174224723933979,-1.2064509,0.3785116,1.5849625,0.629
"562","Msrb1","hurdle",0.367880264955516,-1.7835082,-0.5145732,1.268935,0.629
"987","Upp1","hurdle",0.239510244861007,-1.4736376,-0.1520031,1.3216345,0.628
"939","Tns3","hurdle",0.386754874155979,-2.020223,-1,1.020223,0.628
"783","Senp5","hurdle",0.292630055006296,-1.8203606,-0.5145732,1.3057874,0.628
"280","E130309D02Rik","hurdle",0.292630055006288,-1.8203606,-0.5145732,1.3057874,0.628
"133","BC005624","hurdle",0.386754874155963,-2.020223,-1,1.020223,0.628
"829","Slc9a3r1","hurdle",0.0236921617681117,-1.4590353,0.1375035,1.5965388,0.627
"944","Tph1","hurdle",0.42567433071597,-1.6952964,-0.5145732,1.1807232,0.626
"263","Dgcr8","hurdle",0.35568605453531,-1.7654291,-0.5145732,1.2508559,0.626
"410","Gtf2ird1","hurdle",0.126596001934489,-1.6782833,0.1375035,1.8157868,0.625
"260","Derl2","hurdle",0.40058956422084,-1.7125126,-0.5145732,1.1979394,0.625
"948","Trappc6a","hurdle",0.378295495009672,-1.7299366,-0.5145732,1.2153634,0.624
"742","Rnaseh2b","hurdle",0.345698133211835,-1.7475737,-0.5145732,1.2330005,0.624
"714","Rad54l2","hurdle",0.379740658731105,-1.7299366,-0.5145732,1.2153634,0.624
"690","Prlr","hurdle",0.405943143459103,-1.7125126,-0.5145732,1.1979394,0.624
"262","Dgat2","hurdle",0.344812242621578,-1.7475737,-0.5145732,1.2330005,0.624
"11","2410004B18Rik","hurdle",0.393721283300024,-1.7125126,-0.5145732,1.1979394,0.624
"717","Rap1gds1","hurdle",0.209186683764595,-1.6782833,-0.1520031,1.5262802,0.623
"613","Oaz2","hurdle",0.103782619572904,-1.4445793,-0.1520031,1.2925762,0.623
"199","Clmn","hurdle",0.39537830857262,-1.7125126,-0.5145732,1.1979394,0.623
"92","Arhgef16","hurdle",0.422189720954287,-1.6782833,-0.5145732,1.1637101,0.623
"724","Rcbtb2","hurdle",0.125051085104587,-1.4160948,-0.1520031,1.2640917,0.622
"572","Myo1b","hurdle",0.35013076228241,-1.7299366,-0.5145732,1.2153634,0.622
"452","Itga4","hurdle",0.123592056886966,-1.6448474,0.1375035,1.7823509,0.622
"63","Aldh16a1","hurdle",0.331195353389837,-1.7299366,-0.5145732,1.2153634,0.622
"890","Tbl1x","hurdle",0.390939207784092,-1.6952964,-0.5145732,1.1807232,0.621
"823","Slc44a2","hurdle",0.390939207784103,-1.6952964,-0.5145732,1.1807232,0.621
"805","Ska3","hurdle",0.189973748131861,-1.3743955,-0.1520031,1.2223924,0.621
"587","Ndufaf2","hurdle",0.441101149180283,-1.6614685,-0.5145732,1.1468953,0.621
"313","Erich1","hurdle",0.354339407255287,-1.7125126,-0.5145732,1.1979394,0.621
"1","0610007P14Rik","hurdle",0.439185082846015,-1.6614685,-0.5145732,1.1468953,0.621
"293","Egln2","hurdle",0.453444070367635,-1.6448474,-0.5145732,1.1302742,0.62
"62","Akt1","hurdle",0.273572395655985,-1.3472509,-0.1520031,1.1952478,0.62
"654","Pik3cb","hurdle",0.452498267636771,-1.6284156,-0.5145732,1.1138424,0.619
"343","Fhl2","hurdle",0.177274582662568,-1.5644984,0.1375035,1.7020019,0.619
"246","D2Wsu81e","hurdle",0.413511756793543,-1.6614685,-0.5145732,1.1468953,0.619
"1011","Wrnip1","hurdle",0.432412077710191,-1.6448474,-0.5145732,1.1302742,0.618
"438","Ide","hurdle",0.104753040980784,-1.3743955,-0.1520031,1.2223924,0.618
"111","Atg3","hurdle",0.226313810889235,-1.6121689,-0.1520031,1.4601658,0.618
"400","Gpalpp1","hurdle",0.44856683310057,-1.6284156,-0.5145732,1.1138424,0.617
"185","Chp1","hurdle",0.404842290667378,-1.6448474,-0.5145732,1.1302742,0.617
"977","Ube4a","hurdle",0.425716042591123,-1.6284156,-0.5145732,1.1138424,0.616
"906","Timm50","hurdle",0.245721085241664,-1.5802142,-0.1520031,1.4282111,0.616
"946","Tram1","hurdle",0.217590446229418,-1.3074682,-0.1520031,1.1554651,0.615
"826","Slc7a1","hurdle",0.517602318764286,-1.5183528,-0.5145732,1.0037796,0.615
"529","Med12","hurdle",0.468595362330768,-1.5961031,-0.5145732,1.0815299,0.615
"461","Kat5","hurdle",0.499426299491295,-1.5644984,-0.5145732,1.0499252,0.615
"145","C77080","hurdle",0.429458539348857,-1.6121689,-0.5145732,1.0975957,0.615
"951","Trim41","hurdle",0.448147269389125,-1.5961031,-0.5145732,1.0815299,0.614
"470","Kif1c","hurdle",0.461245336116743,-1.5961031,-0.5145732,1.0815299,0.614
"367","Galnt1","hurdle",0.461245336116743,-1.5961031,-0.5145732,1.0815299,0.614
"345","Fiz1","hurdle",0.448147269389125,-1.5961031,-0.5145732,1.0815299,0.614
"259","Dera","hurdle",0.280984680480506,-1.5335713,-0.1520031,1.3815682,0.614
"7","1700026D08Rik","hurdle",0.430717030028409,-1.6121689,-0.5145732,1.0975957,0.614
"966","Ttc1","hurdle",0.435469395891368,-1.5961031,-0.5145732,1.0815299,0.613
"727","Rere","hurdle",0.464344742854174,-1.5644984,-0.5145732,1.0499252,0.613
"606","Nudt16l1","hurdle",0.396136793264572,-1.6121689,-0.5145732,1.0975957,0.613
"469","Kdm6b","hurdle",0.465559561408023,-1.5802142,-0.5145732,1.065641,0.613
"186","Chrac1","hurdle",0.183790063794868,-1.5802142,-0.1520031,1.4282111,0.613
"921","Tmem160","hurdle",0.0899386509250795,-1.3074682,-0.1520031,1.1554651,0.612
"738","Rian","hurdle",0.129072429554236,-1.1584765,0.1375035,1.29598,0.612
"490","Limd2","hurdle",0.299062704450375,-1.5032932,-0.1520031,1.3512901,0.612
"327","Fam21","hurdle",0.14623685622986,-1.5961031,-0.1520031,1.4441,0.612
"141","Bola1","hurdle",0.147897392201043,-1.281543,-0.1520031,1.1295399,0.612
"59","Akap11","hurdle",0.109824382065092,-1.548952,0.1375035,1.6864555,0.612
"989","Usp14","hurdle",0.487929538214513,-1.548952,-0.5145732,1.0343788,0.611
"535","Mettl7a1","hurdle",0.499633574423711,-1.5335713,-0.5145732,1.0189981,0.611
"174","Cdip1","hurdle",0.203956251765859,-1.548952,-0.1520031,1.3969489,0.611
"84","Arcn1","hurdle",0.377646639252973,-1.5961031,-0.5145732,1.0815299,0.611
"46","Acp2","hurdle",0.438710311727944,-1.5644984,-0.5145732,1.0499252,0.611
"728","Rexo1","hurdle",0.100301117723689,-1.2687531,-0.1520031,1.11675,0.61
"533","Metap1d","hurdle",0.444229568030842,-1.5644984,-0.5145732,1.0499252,0.61
"454","Itm2c","hurdle",0.0908461120659132,-1.5335713,0.1375035,1.6710748,0.61
"888","Tbc1d9b","hurdle",0.380033539643917,-1.5802142,-0.5145732,1.065641,0.609
"820","Slc39a1","hurdle",0.396952476445973,-1.4020607,-0.1520031,1.2500576,0.609
"748","Rnf34","hurdle",0.464512024371836,-1.548952,-0.5145732,1.0343788,0.609
"24","9530082P21Rik","hurdle",0.0149220737219457,-1.2186979,0.1375035,1.3562014,0.609
"709","Pwp2","hurdle",0.50113414304689,-1.5183528,-0.5145732,1.0037796,0.608
"433","Hsd17b12","hurdle",0.369940947107105,-1.4160948,-0.1520031,1.2640917,0.608
"326","Fam195b","hurdle",0.0448973317215971,-1.4302668,0.7655347,2.1958015,0.608
"52","Add1","hurdle",0.175702062246656,-1.2186979,-0.1520031,1.0666948,0.608
"493","LOC101669761","hurdle",0.488360732657374,-1.5183528,-0.5145732,1.0037796,0.607
"175","Cdk16","hurdle",0.48695444515805,-1.5183528,-0.5145732,1.0037796,0.607
"594","Ninj1","hurdle",0.218029226030948,-1.4736376,-0.1520031,1.3216345,0.605
"207","Coa3","hurdle",0.115208748557291,-1.1822643,-0.1520031,1.0302612,0.603
"667","Plk3","hurdle",0.419595942408104,-1.3338677,-0.1520031,1.1818646,0.602
"164","Ccm2","hurdle",0.0349007271228158,-1.0234416,0.3785116,1.4019532,0.601
"41","Abi2","hurdle",0.351778145377041,-1.3607594,-0.1520031,1.2087563,0.601
"565","Mtfr1l","hurdle",0.310530579400696,-1.2560755,0.1375035,1.393579,0.6
"506","Maf1","hurdle",0.387099779872309,-1.3338677,-0.1520031,1.1818646,0.6
"30","Aaas","hurdle",0.0117494782952592,-1.0893798,0.1375035,1.2268833,0.597
"390","Gm5662","hurdle",0.0430585232852846,-3.219928,-1.736966,1.482962,0.596
"681","Ppil2","hurdle",0.229833553334523,-1.2687531,0.1375035,1.4062566,0.595
"104","Arpp21","hurdle",0.347032573925189,-1.3074682,-0.1520031,1.1554651,0.595
"90","Arhgap30","hurdle",0.322590281736047,-1.2944474,-0.1520031,1.1424443,0.592
"375","Gga2","hurdle",0.0538568793178941,-0.9603859,0.1375035,1.0978894,0.59
"256","Def8","hurdle",0.358804445774933,-1.2435084,-0.1520031,1.0915053,0.589
"850","Sox17","hurdle",0.308740391991373,-2.871653,-1,1.871653,0.588
"441","Ier3","hurdle",0.252105348876618,-0.689319,0.3785116,1.0678306,0.588
"342","Fhdc1","hurdle",0.308740391991371,-2.871653,-1,1.871653,0.588
"184","Chn2","hurdle",0.289254496599895,-2.910859,-1,1.910859,0.587
"986","Upf1","hurdle",0.313277814416308,-1.2435084,-0.1520031,1.0915053,0.586
"346","Fkbp11","hurdle",0.273250991990513,-1.2560755,-0.1520031,1.1040724,0.586
"928","Tmem208","hurdle",0.0131186552651157,-0.7771547,0.3785116,1.1556663,0.585
"570","Myo10","hurdle",0.464936732168758,-1.1584765,-0.1520031,1.0064734,0.585
"372","Gclc","hurdle",0.163398206730245,-1.2186979,0.1375035,1.3562014,0.585
"340","Fcgr3","hurdle",0.345936974978929,-2.7963,-1,1.7963,0.585
"268","Dnah10","hurdle",0.303263246984666,-2.871653,-1,1.871653,0.585
"244","Cyp1b1","hurdle",0.351041008827923,-2.910859,-1.736966,1.173893,0.585
"784","Senp6","hurdle",0.445052382123648,-1.1584765,-0.1520031,1.0064734,0.584
"474","Klhdc3","hurdle",0.0703963845039957,-0.7953823,0.3785116,1.1738939,0.584
"72","Ankrd1","hurdle",0.068188900919346,-2.6901714,0.7655347,3.4557061,0.584
"753","Rp2h","hurdle",0.282298669063683,-1.2186979,-0.1520031,1.0666948,0.582
"627","Parm1","hurdle",0.279662111897593,-2.656462,-0.5145732,2.1418888,0.582
"1021","Zfp260","hurdle",0.361900305097514,-2.724687,-1,1.724687,0.581
"859","St3gal1","hurdle",0.406254459629107,-2.760049,-1.736966,1.023083,0.581
"478","Lama4","hurdle",0.41560923835582,-2.833485,-1.736966,1.096519,0.581
"959","Trp63","hurdle",0.446223906005467,-2.7963,-1.736966,1.059334,0.579
"628","Parp6","hurdle",0.446223906005467,-2.7963,-1.736966,1.059334,0.579
"568","Mtr","hurdle",0.446223906005451,-2.7963,-1.736966,1.059334,0.579
"545","Mmaa","hurdle",0.442694931734337,-2.760049,-1.736966,1.023083,0.579
"53","Adk","hurdle",0.194853531862593,-1.1350747,0.1375035,1.2725782,0.579
"955","Triml1","hurdle",0.476993037678973,-2.7963,-1.736966,1.059334,0.578
"732","Rgs3","hurdle",0.377373020775983,-2.656462,-1,1.656462,0.578
"219","Cradd","hurdle",0.377373020775996,-2.656462,-1,1.656462,0.578
"880","Taf7l","hurdle",0.404245826457372,-2.623522,-1,1.623522,0.577
"864","Stk39","hurdle",0.42818296837667,-2.591318,-1,1.591318,0.577
"283","Ech1","hurdle",0.404245826457395,-2.623522,-1,1.623522,0.577
"1012","Xpr1","hurdle",0.382997437746484,-2.623522,-1,1.623522,0.576
"839","Smim19","hurdle",0.411056505349191,-2.591318,-1,1.591318,0.576
"303","Eomes","hurdle",0.505463323776744,-2.760049,-1.736966,1.023083,0.576
"68","Alkbh6","hurdle",0.411056505349186,-2.591318,-1,1.591318,0.576
"898","Tex21","hurdle",0.387358813134348,-2.591318,-1,1.591318,0.575
"854","Srd5a3","hurdle",0.387358813134359,-2.591318,-1,1.591318,0.575
"774","Scpep1","hurdle",0.182218734839781,-1.1120463,0.1375035,1.2495498,0.575
"5","1110058L19Rik","hurdle",0.387358813134337,-2.591318,-1,1.591318,0.575
"302","Entpd7","hurdle",0.392685246246714,-2.528989,-1,1.528989,0.572
"739","Rilpl1","hurdle",0.393830934922613,-2.498806,-1,1.498806,0.57
"701","Ptcd1","hurdle",0.393830934922636,-2.498806,-1,1.498806,0.57
"414","Gyg","hurdle",0.393830934922608,-2.498806,-1,1.498806,0.57
"323","Fam122a","hurdle",0.358323222006559,-2.498806,-1,1.498806,0.569
"301","Eng","hurdle",0.456910318502574,-2.41187,-1,1.41187,0.568
"626","Panx1","hurdle",0.427004426485714,-2.41187,-1,1.41187,0.567
"459","Jmjd7","hurdle",0.393495854258377,-2.440271,-1,1.440271,0.567
"789","Sfmbt1","hurdle",0.426319440980886,-2.384018,-1,1.384018,0.566
"755","Rpgrip1l","hurdle",0.392162858771976,-2.41187,-1,1.41187,0.566
"609","Numb","hurdle",0.512195460979889,-2.329877,-1,1.329877,0.566
"144","Btg1","hurdle",0.392162858771998,-2.41187,-1,1.41187,0.566
"949","Trex1","hurdle",0.457841488917959,-2.356694,-1,1.356694,0.565
"360","Fuk","hurdle",0.424925514675791,-2.356694,-1,1.356694,0.564
"272","Dnm3os","hurdle",0.390143461320047,-2.384018,-1,1.384018,0.564
"840","Smim8","hurdle",0.349630581817835,-2.384018,-1,1.384018,0.563
"804","Six6","hurdle",0.422748316650832,-2.329877,-1,1.329877,0.563
"423","Heatr5a","hurdle",0.38750006342962,-2.356694,-1,1.356694,0.563
"93","Arhgef28","hurdle",0.387500063429609,-2.356694,-1,1.356694,0.563
"658","Pipox","hurdle",0.485600202465723,-2.277694,-1,1.277694,0.562
"615","Ormdl1","hurdle",0.45549001609022,-2.30355,-1,1.30355,0.562
"592","Nfxl1","hurdle",0.48587235147051,-2.277694,-1,1.277694,0.562
"498","Lrrcc1","hurdle",0.485872351470524,-2.277694,-1,1.277694,0.562
"811","Slc1a5","hurdle",0.419987305483184,-2.30355,-1,1.30355,0.561
"3","1110012L19Rik","hurdle",0.453621506349234,-2.277694,-1,1.277694,0.561
"1026","Zfp473","hurdle",0.484238712815039,-2.252294,-1,1.252294,0.56
"1023","Zfp280c","hurdle",0.416652881372348,-2.277694,-1,1.277694,0.56
"546","Mme","hurdle",0.484197363849752,-2.252294,-1,1.252294,0.56
"419","Hbp1","hurdle",0.41774014236483,-2.277694,-1,1.277694,0.56
"286","Ecm2","hurdle",0.380570619693766,-2.30355,-1,1.30355,0.56
"797","Shoc2","hurdle",0.450371378897345,-2.252294,-1,1.252294,0.559
"624","Pafah1b2","hurdle",0.376389844801321,-2.277694,-1,1.277694,0.559
"566","Mtmr7","hurdle",0.376389844801321,-2.277694,-1,1.277694,0.559
"332","Fance","hurdle",0.376389844801316,-2.277694,-1,1.277694,0.559
"312","Ercc4","hurdle",0.482189489812232,-2.227333,-1,1.227333,0.559
"158","Ccdc18","hurdle",0.113864144698439,-2.2776941,-0.5145732,1.7631209,0.559
"808","Slc16a2","hurdle",0.217280123149689,-2.1315969,-0.5145732,1.6170237,0.558
"883","Tbc1d14","hurdle",0.408472815875906,-2.227333,-1,1.227333,0.557
"569","Mvd","hurdle",0.536374726780161,-2.154942,-1,1.154942,0.557
"689","Prkd2","hurdle",0.3668334589324,-2.227333,-1,1.227333,0.556
"679","Ppcdc","hurdle",0.442940323655284,-2.202797,-1,1.202797,0.556
"643","Pde4dip","hurdle",0.366833458932405,-2.227333,-1,1.227333,0.556
"576","N4bp2","hurdle",0.475269443313227,-2.178671,-1,1.178671,0.556
"128","Bach2","hurdle",0.475269443313193,-2.178671,-1,1.178671,0.556
"978","Ubl4","hurdle",0.361543241395991,-2.202797,-1,1.202797,0.554
"782","Sema3e","hurdle",0.502791083336733,-2.131597,-1,1.131597,0.554
"446","Ipcef1","hurdle",0.398593342525436,-2.178671,-1,1.178671,0.554
"980","Ubqln2","hurdle",0.466590263504282,-2.131597,-1,1.131597,0.553
"915","Tmco3","hurdle",0.557997469414306,-2.08601,-1,1.08601,0.553
"531","Med31","hurdle",0.393123318883839,-2.154942,-1,1.154942,0.552
"379","Glb1","hurdle",0.103716054617793,-2.1315969,-0.5145732,1.6170237,0.552
"95","Arid4a","hurdle",0.580422936366805,-2.04182,-1,1.04182,0.552
"66","Alg5","hurdle",0.0166945641689255,-2.178671,-0.1520031,2.0266679,0.552
"1020","Zfp182","hurdle",0.344077140362184,-2.131597,-1,1.131597,0.55
"660","Pitrm1","hurdle",0.0220776516040484,-0.4324046,0.7655347,1.1979393,0.55
"863","Stat3","hurdle",0.419595566001268,-2.08601,-1,1.08601,0.549
"847","Snx18","hurdle",0.153135072496627,-2.0202225,-0.5145732,1.5056493,0.548
"500","Lrrn4","hurdle",0.515453033220609,-2.020223,-1,1.020223,0.548
"49","Acvr2b","hurdle",0.375040292465308,-2.08601,-1,1.08601,0.548
"917","Tmeff1","hurdle",0.104567632439994,-2.0418202,-0.5145732,1.527247,0.547
"884","Tbc1d17","hurdle",0.165229611785095,-1.9779737,-0.5145732,1.4634005,0.547
"756","Rpl10l","hurdle",0.476355690131907,-2.020223,-1,1.020223,0.547
"261","Des","hurdle",0.44431023396823,-2.04182,-1,1.04182,0.547
"285","Eci2","hurdle",0.404084496899528,-2.04182,-1,1.04182,0.546
"695","Prpf3","hurdle",0.397412011849615,-2.020223,-1,1.020223,0.545
"636","Pcnxl3","hurdle",0.361915836426596,-2.04182,-1,1.04182,0.545
"1031","Zmat5","hurdle",0.318242064234188,-2.04182,-1,1.04182,0.544
"18","3110040N11Rik","hurdle",0.318242064234202,-2.04182,-1,1.04182,0.544
"143","Brwd3","hurdle",0.273628355980707,-2.04182,-1,1.04182,0.543
"129","Bad","hurdle",0.0989513676751381,-1.936927,-0.5145732,1.4223538,0.541
"974","Uba3","hurdle",0.0785299713645672,-1.936927,-0.5145732,1.4223538,0.54
"843","Snrk","hurdle",0.0136726519030242,-1.9573044,-0.1520031,1.8053013,0.54
"657","Pip5k1c","hurdle",0.0604133210261478,-1.936927,-0.5145732,1.4223538,0.538
"766","S1pr2","hurdle",0.185927364938477,-1.6614685,-0.5145732,1.1468953,0.531
"416","Harbi1","hurdle",0.054552149083994,-1.8203606,-0.5145732,1.3057874,0.531
"27","A230046K03Rik","hurdle",0.0868168204605312,-1.7299366,-0.5145732,1.2153634,0.528
"614","Orc1","hurdle",0.132279165682952,-1.6782833,-0.5145732,1.1637101,0.527
"348","Fkbp5","hurdle",0.00824930867766326,-1.7125126,-0.1520031,1.5605095,0.524
"760","Rras2","hurdle",0.111793105677702,-1.6121689,-0.5145732,1.0975957,0.522
"720","Rbbp5","hurdle",0.0591409403332339,-1.6284156,-0.5145732,1.1138424,0.519
"511","Mapk8ip3","hurdle",0.0495649110197847,-1.6448474,-0.5145732,1.1302742,0.519
"365","Gak","hurdle",0.0626191246341546,-1.6284156,-0.5145732,1.1138424,0.519
"891","Tcf15","hurdle",0.0968769670440827,-1.0781787,0.3785116,1.4566903,0.514
"749","Rnf5","hurdle",0.0648055671665801,-1.5183528,-0.5145732,1.0037796,0.512
"475","Kmt2b","hurdle",0.0027378404824763,-1.3881618,0.1375035,1.5256653,0.503
